arm,draw,n_kept,n_pool,dataset,auroc,accuracy,tpr_at_fpr,fpr
arm6,1,23,29,anthropic_hh_balanced,0.973113755938733,0.8505361930294906,0.6454423592493298,0.01
arm6,1,23,29,mt_balanced,0.9323330117100128,0.7582781456953642,0.2582781456953642,0.01
arm6,1,23,29,mts_balanced,0.9261763115197403,0.813953488372093,0.0,0.01
arm6,1,23,29,toolace_balanced,0.8551180868519329,0.5299727520435967,0.28065395095367845,0.01
arm6,1,23,29,mean,0.9216852915051048,0.7381851447851361,0.2960936139745931,0.01
arm6,2,23,29,anthropic_hh_balanced,0.8975103590912032,0.6464477211796247,0.17493297587131368,0.01
arm6,2,23,29,mt_balanced,0.8919400464891891,0.5016556291390728,0.0,0.01
arm6,2,23,29,mts_balanced,0.9096809085992428,0.5930232558139535,0.0,0.01
arm6,2,23,29,toolace_balanced,0.8580396320412208,0.6008174386920981,0.2561307901907357,0.01
arm6,2,23,29,mean,0.889292736555214,0.5854860112061873,0.10776594151551235,0.01
arm6,3,23,29,anthropic_hh_balanced,0.9253334585169158,0.8016085790884718,0.24128686327077747,0.01
arm6,3,23,29,mt_balanced,0.9102999868426824,0.597682119205298,0.0,0.01
arm6,3,23,29,mts_balanced,0.9945916711736074,0.9651162790697675,0.0,0.01
arm6,3,23,29,toolace_balanced,0.8668785127219,0.5858310626702997,0.24250681198910082,0.01
arm6,3,23,29,mean,0.9242759073137764,0.7375595100084593,0.12094841881496957,0.01
arm6,4,23,29,anthropic_hh_balanced,0.9310731856766024,0.7794906166219839,0.25804289544235925,0.01
arm6,4,23,29,mt_balanced,0.9296302793737117,0.597682119205298,0.0,0.01
arm6,4,23,29,mts_balanced,0.9799891833423472,0.872093023255814,0.0,0.01
arm6,4,23,29,toolace_balanced,0.8736273934768243,0.6062670299727521,0.3133514986376022,0.01
arm6,4,23,29,mean,0.9285800104673714,0.7138831972639621,0.14284859851999038,0.01
arm6,5,23,29,anthropic_hh_balanced,0.9035095127543503,0.6880026809651475,0.1675603217158177,0.01
arm6,5,23,29,mt_balanced,0.8587836059821938,0.5,0.0,0.01
arm6,5,23,29,mts_balanced,0.9537587885343428,0.5232558139534884,0.0,0.01
arm6,5,23,29,toolace_balanced,0.8632664879834284,0.6512261580381471,0.24250681198910082,0.01
arm6,5,23,29,mean,0.8948295988135788,0.5906211632391958,0.10251678342622964,0.01
arm6,6,23,29,anthropic_hh_balanced,0.8833288261253944,0.721514745308311,0.17359249329758714,0.01
arm6,6,23,29,mt_balanced,0.9448269812727512,0.6456953642384106,0.36423841059602646,0.01
arm6,6,23,29,mts_balanced,0.991887506760411,0.9418604651162791,0.0,0.01
arm6,6,23,29,toolace_balanced,0.8565881400856789,0.5681198910081744,0.25340599455040874,0.01
arm6,6,23,29,mean,0.9191578635610589,0.7192976164177938,0.19780922461100559,0.01
arm6,7,23,29,anthropic_hh_balanced,0.9127352133631378,0.7355898123324397,0.217828418230563,0.01
arm6,7,23,29,mt_balanced,0.9068681198193062,0.6043046357615894,0.49337748344370863,0.01
arm6,7,23,29,mts_balanced,0.9494321254732287,0.8488372093023255,0.0,0.01
arm6,7,23,29,toolace_balanced,0.8596767367788014,0.6076294277929155,0.24795640326975477,0.01
arm6,7,23,29,mean,0.9071780488586185,0.6990902712973176,0.2397905762360066,0.01
arm7,0,286,357,anthropic_hh_balanced,0.9394383988959886,0.7573726541554959,0.40951742627345844,0.01
arm7,0,286,357,mt_balanced,0.7545886145344503,0.6258278145695364,0.023178807947019868,0.01
arm7,0,286,357,mts_balanced,0.8664142779881017,0.5813953488372093,0.0,0.01
arm7,0,286,357,toolace_balanced,0.7475183571041436,0.553133514986376,0.10899182561307902,0.01
arm7,0,286,357,mean,0.826989912130671,0.6294323331371544,0.13542201495838935,0.01
arm7,1,286,357,anthropic_hh_balanced,0.9268855253038547,0.761058981233244,0.3230563002680965,0.01
arm7,1,286,357,mt_balanced,0.4991721854304636,0.5149006622516556,0.0,0.01
arm7,1,286,357,mts_balanced,0.5454299621416983,0.5116279069767442,0.0,0.01
arm7,1,286,357,toolace_balanced,0.745977771013223,0.5694822888283378,0.09264305177111716,0.01
arm7,1,286,357,mean,0.6793663609723098,0.5892674598224954,0.10392483800980341,0.01
arm7,2,286,357,anthropic_hh_balanced,0.9385781361182788,0.7218498659517426,0.33579088471849866,0.01
arm7,2,286,357,mt_balanced,0.6758585149774132,0.6059602649006622,0.0,0.01
arm7,2,286,357,mts_balanced,0.8182801514332071,0.5813953488372093,0.0,0.01
arm7,2,286,357,toolace_balanced,0.777754679298235,0.5871934604904632,0.17983651226158037,0.01
arm7,2,286,357,mean,0.8026178704567835,0.6240997350450194,0.12890684924501977,0.01
arm7,3,286,357,anthropic_hh_balanced,0.9466747137548606,0.7865281501340483,0.39812332439678283,0.01
arm7,3,286,357,mt_balanced,0.7456087452304724,0.6870860927152318,0.0,0.01
arm7,3,286,357,mts_balanced,0.8374797187669007,0.686046511627907,0.0,0.01
arm7,3,286,357,toolace_balanced,0.8084958682594717,0.5694822888283378,0.09536784741144415,0.01
arm7,3,286,357,mean,0.8345647615029264,0.6822857608263813,0.12337279295205675,0.01
arm7,4,286,357,anthropic_hh_balanced,0.924349883920678,0.653485254691689,0.2634048257372654,0.01
arm7,4,286,357,mt_balanced,0.7523902460418403,0.6456953642384106,0.08278145695364239,0.01
arm7,4,286,357,mts_balanced,0.8236884802595998,0.5348837209302325,0.0,0.01
arm7,4,286,357,toolace_balanced,0.7968950693820579,0.5422343324250681,0.10354223433242507,0.01
arm7,4,286,357,mean,0.824330919901044,0.59407466807135,0.11243212925583321,0.01
arm7,5,286,357,anthropic_hh_balanced,0.9281597474286454,0.732573726541555,0.31233243967828417,0.01
arm7,5,286,357,mt_balanced,0.736491820534187,0.652317880794702,0.056291390728476824,0.01
arm7,5,286,357,mts_balanced,0.7787993510005409,0.6511627906976745,0.0,0.01
arm7,5,286,357,toolace_balanced,0.7947902204337398,0.5803814713896458,0.15258855585831063,0.01
arm7,5,286,357,mean,0.8095602848492782,0.6541089673558942,0.1303030965662679,0.01
arm7,6,286,357,anthropic_hh_balanced,0.9249808181615623,0.6839812332439679,0.3284182305630027,0.01
arm7,6,286,357,mt_balanced,0.7214157273803781,0.6175496688741722,0.0695364238410596,0.01
arm7,6,286,357,mts_balanced,0.8012439156300702,0.5581395348837209,0.0,0.01
arm7,6,286,357,toolace_balanced,0.7519693516174297,0.5463215258855586,0.11444141689373297,0.01
arm7,6,286,357,mean,0.7999024531973601,0.6014979907218548,0.12809901782444882,0.01
arm7,7,286,357,anthropic_hh_balanced,0.9369258925170166,0.7520107238605898,0.3820375335120643,0.01
arm7,7,286,357,mt_balanced,0.5065019078110609,0.5182119205298014,0.0,0.01
arm7,7,286,357,mts_balanced,0.5995132504056246,0.5581395348837209,0.0,0.01
arm7,7,286,357,toolace_balanced,0.7713733118517472,0.547683923705722,0.13896457765667575,0.01
arm7,7,286,357,mean,0.7035785906463623,0.5940115257449585,0.13025052779218502,0.01
arm8,0,194,243,anthropic_hh_balanced,0.888415382486757,0.6528150134048257,0.217828418230563,0.01
arm8,0,194,243,mt_balanced,0.9033266084820841,0.7831125827814569,0.0,0.01
arm8,0,194,243,mts_balanced,0.8918334234721471,0.7790697674418605,0.0,0.01
arm8,0,194,243,toolace_balanced,0.7667923883910341,0.5640326975476839,0.14713896457765668,0.01
arm8,0,194,243,mean,0.8625919507080057,0.6947575152939567,0.09124184570205493,0.01
arm8,1,194,243,anthropic_hh_balanced,0.9170372010867612,0.7546916890080428,0.26474530831099197,0.01
arm8,1,194,243,mt_balanced,0.8668040875400201,0.7980132450331126,0.0,0.01
arm8,1,194,243,mts_balanced,0.9215792320173066,0.7674418604651163,0.0,0.01
arm8,1,194,243,toolace_balanced,0.7625752659831166,0.5326975476839237,0.14713896457765668,0.01
arm8,1,194,243,mean,0.8669989466568011,0.7132110855475489,0.10297106822216216,0.01
arm8,2,194,243,anthropic_hh_balanced,0.9336822750828367,0.7714477211796247,0.40214477211796246,0.01
arm8,2,194,243,mt_balanced,0.9306938292180169,0.7715231788079471,0.0,0.01
arm8,2,194,243,mts_balanced,0.9194159004867494,0.8023255813953488,0.0,0.01
arm8,2,194,243,toolace_balanced,0.74951926289452,0.5572207084468664,0.18528610354223432,0.01
arm8,2,194,243,mean,0.8833278169205308,0.7256292974574468,0.1468577189150492,0.01
arm8,3,194,243,anthropic_hh_balanced,0.895952901623673,0.6789544235924933,0.24396782841823056,0.01
arm8,3,194,243,mt_balanced,0.9158918468488224,0.8493377483443708,0.3675496688741722,0.01
arm8,3,194,243,mts_balanced,0.8972417522985398,0.813953488372093,0.0,0.01
